Highest Layer,Transport Layer,Source IP,Dest IP,Source Port,Dest Port,Packet Length,Packets/Time,target
TCP,TCP,1,192.168.1.1,49476,80,66,7.169218067990369,1
TCP,TCP,1,192.168.1.1,49584,80,66,7.159026417507805,1
ARP,TCP,1,172.16.7.100,0,0,60,7.162814262173153,1
TCP,TCP,1,192.168.1.1,49477,80,66,7.166602106838501,1
TCP,TCP,1,192.168.1.1,49585,80,66,7.15601336695796,1
ARP,TCP,1,172.16.7.100,0,0,60,7.159793617019744,1
SSDP,UDP,1,239.255.255.250,59214,1900,175,7.148818966577695,1
TCP,TCP,1,192.168.1.1,49586,80,66,7.152591430412301,1
TCP,TCP,1,192.168.1.1,49478,80,66,7.1563638942469066,1
ARP,TCP,1,172.16.7.100,0,0,60,7.160136358081512,1
ARP,TCP,1,172.16.7.100,0,0,60,7.1639088219161176,1
TCP,TCP,1,192.168.1.1,49465,80,62,7.153368370694486,1
TCP,TCP,1,192.168.1.1,49479,80,66,7.157133301415905,1
TCP,TCP,1,192.168.1.1,49587,80,66,7.160898232137323,1
TCP,TCP,1,192.168.1.1,49466,80,62,7.164242399765779,1
TCP,TCP,1,192.168.1.1,49582,80,66,7.168007109382051,1
TCP,TCP,1,192.168.1.1,49588,80,66,7.158319225690227,1
ARP,TCP,1,172.16.7.100,0,0,60,7.161657069532747,1
TCP,TCP,1,192.168.1.1,49467,80,62,7.16541449716629,1
ARP,TCP,1,172.16.7.100,0,0,60,7.169171924799833,1
TCP,TCP,1,192.168.1.1,49583,80,66,7.1590817342714335,1
TCP,TCP,1,192.168.1.1,49589,80,66,7.16283190804528,1
TCP,TCP,1,192.168.1.1,49468,80,62,7.16616284918565,1
TCP,TCP,1,192.168.1.1,49469,80,62,7.169912803580828,1
TCP,TCP,1,192.168.1.1,49470,80,62,7.173243142095347,1
TCP,TCP,1,192.168.1.1,49584,80,66,7.176992877140876,1
TCP,TCP,1,192.168.1.1,49590,80,66,7.167326667825163,1
ARP,TCP,1,172.16.7.100,0,0,60,7.170650734710174,1
TCP,TCP,1,192.168.1.1,49471,80,62,7.174393245532047,1
ARP,TCP,1,172.16.7.100,0,0,60,7.178135756353921,1
TCP,TCP,1,192.168.1.1,49585,80,66,7.181878267175795,1
TCP,TCP,1,192.168.1.1,49591,80,66,7.171385742090425,1
TCP,TCP,1,192.168.1.1,49392,80,66,7.175120838831096,1
TCP,TCP,1,192.168.1.1,49472,80,62,7.178855935571768,1
SSDP,UDP,1,239.255.255.250,59214,1900,175,7.18217255870958,1
TCP,TCP,1,192.168.1.1,49586,80,66,7.172534935233421,1
TCP,TCP,1,192.168.1.1,49592,80,66,7.175845555040102,1
ARP,TCP,1,172.16.7.100,0,0,60,7.179573267016746,1
TCP,TCP,1,192.168.1.1,49393,80,66,7.18330097899339,1
BOOTP,UDP,1,255.255.255.255,68,67,331,7.186610786658274,1
TCP,TCP,1,192.168.1.1,49473,80,62,7.190338281879569,1
ARP,TCP,1,172.16.7.100,0,0,60,7.194065777100865,1
TCP,TCP,1,192.168.1.1,49587,80,66,7.19779327232216,1
TCP,TCP,1,192.168.1.1,49593,80,66,7.188145655404121,1
TCP,TCP,1,192.168.1.1,49394,80,66,7.191866227689526,1
TCP,TCP,1,192.168.1.1,49474,80,62,7.195586799974932,1
ARP,TCP,1,192.168.1.1,0,0,60,7.199307372260338,1
ARP,TCP,0,192.168.1.11,0,0,42,7.203027944545744,0
TCP,TCP,1,192.168.1.1,49588,80,66,7.20674851683115,1
ARP,TCP,1,172.16.7.100,0,0,60,7.196268396788434,1
TCP,TCP,1,192.168.1.1,49594,80,66,7.199981641575219,1
TCP,TCP,1,192.168.1.1,49395,80,66,7.203277638507354,1
TCP,TCP,1,192.168.1.1,49475,80,62,7.206990668217924,1
TCP,TCP,1,192.168.1.1,49589,80,66,7.210703697928495,1
TCP,TCP,1,192.168.1.1,49595,80,66,7.200237008287056,1
TCP,TCP,1,192.168.1.1,49476,80,62,7.203942740149272,1
TCP,TCP,1,192.168.1.1,49396,80,66,7.207231833415111,1
TCP,TCP,1,192.168.1.1,49596,80,66,7.210937351067253,1
TCP,TCP,1,192.168.1.1,49590,80,66,7.200906769800196,1
ARP,TCP,1,172.16.7.100,0,0,60,7.204605232445188,1
TCP,TCP,1,192.168.1.1,49397,80,66,7.208303695090181,1
TCP,TCP,1,192.168.1.1,49477,80,62,7.212002157735173,1
DATA,UDP,1,172.16.255.255,60321,1947,82,7.215700620380166,1
TCP,TCP,1,192.168.1.1,49591,80,66,7.218982590118623,1
TCP,TCP,1,192.168.1.1,49392,80,66,7.209371483044693,1
TCP,TCP,1,192.168.1.1,49398,80,66,7.213062917495817,1
TCP,TCP,1,192.168.1.1,49478,80,62,7.216754351946941,1
SSDP,UDP,1,239.255.255.250,59214,1900,175,7.220445786398065,1
TCP,TCP,1,192.168.1.1,49592,80,66,7.2241372208491885,1
TCP,TCP,1,192.168.1.1,49393,80,66,7.21329047538226,1
TCP,TCP,1,192.168.1.1,49399,80,66,7.216974484818104,1
TCP,TCP,1,192.168.1.1,49479,80,62,7.220243550151085,1
ARP,TCP,1,172.16.7.100,0,0,60,7.223927347880753,1
TCP,TCP,1,192.168.1.1,49593,80,66,7.227611145610422,1
TCP,TCP,1,192.168.1.1,49394,80,66,7.231294943340091,1
ARP,TCP,1,172.16.7.100,0,0,60,7.221698731035068,1
TCP,TCP,1,192.168.1.1,49400,80,66,7.224961337773341,1
TCP,TCP,1,192.168.1.1,49582,80,62,7.228638162881623,1
ARP,TCP,1,172.16.7.100,0,0,60,7.232314987989904,1
TCP,TCP,1,192.168.1.1,49594,80,66,7.2359918130981855,1
BOOTP,UDP,1,255.255.255.255,68,67,331,7.239668638206467,1
TCP,TCP,1,192.168.1.1,49395,80,66,7.229247431677691,1
TCP,TCP,1,192.168.1.1,49401,80,66,7.232917100424736,1
TCP,TCP,1,192.168.1.1,49583,80,62,7.2365867691717805,1
TCP,TCP,1,192.168.1.1,49595,80,66,7.240256437918824,1
ARP,TCP,1,172.16.7.100,0,0,60,7.230267432039424,1
TCP,TCP,1,192.168.1.1,49396,80,66,7.23351687357848,1
TCP,TCP,1,192.168.1.1,49402,80,66,7.237179413767634,1
TCP,TCP,1,192.168.1.1,49584,80,62,7.240428281092814,1
TCP,TCP,1,192.168.1.1,49596,80,66,7.244090612039244,1
ARP,TCP,1,172.16.7.100,0,0,60,7.247752942985674,1
TCP,TCP,1,192.168.1.1,49397,80,66,7.251415273932104,1
TCP,TCP,1,192.168.1.1,49403,80,66,7.241425199603087,1
TCP,TCP,1,192.168.1.1,49585,80,62,7.245080638875981,1
ARP,TCP,1,172.16.7.100,0,0,60,7.248322757145375,1
TCP,TCP,1,192.168.1.1,49398,80,66,7.251977987986094,1
TCP,TCP,1,192.168.1.1,49404,80,66,7.242006188037647,1
TCP,TCP,1,192.168.1.1,49586,80,62,7.245654553875449,1
SSDP,UDP,1,239.255.255.250,59214,1900,175,7.2493029197132515,1
TCP,TCP,1,192.168.1.1,49399,80,66,7.252951285551053,1
TCP,TCP,1,192.168.1.1,49405,80,66,7.24258493233857,1
TCP,TCP,1,192.168.1.1,49587,80,62,7.246226252063225,1
TCP,TCP,1,192.168.1.1,49400,80,66,7.249867571787879,1
TCP,TCP,1,192.168.1.1,49406,80,66,7.239527150980609,1
TCP,TCP,1,192.168.1.1,49588,80,62,7.243161451759214,1
TCP,TCP,1,192.168.1.1,49401,80,66,7.246795752537818,1
TCP,TCP,1,192.168.1.1,49589,80,62,7.236481135198337,1
TCP,TCP,1,192.168.1.1,49402,80,66,7.240108444038035,1
TCP,TCP,1,192.168.1.1,49590,80,62,7.2437357528777335,1
BOOTP,UDP,1,255.255.255.255,68,67,331,7.233855346665621,1
TCP,TCP,1,192.168.1.1,49403,80,66,7.237067154721304,1
TCP,TCP,1,192.168.1.1,49591,80,62,7.240687498470539,1
TCP,TCP,1,192.168.1.1,49392,80,62,7.2308316996176725,1
ARP,TCP,1,172.16.7.100,0,0,60,7.234037522674015,1
TCP,TCP,1,192.168.1.1,49404,80,66,7.237650928029996,1
BOOTP,UDP,1,255.255.255.255,68,67,342,7.241264333385978,1
SSDP,UDP,1,239.255.255.250,59214,1900,175,7.231426317115553,1
TCP,TCP,1,192.168.1.1,49592,80,62,7.235033013533068,1
TCP,TCP,1,192.168.1.1,49393,80,62,7.238232468014327,1
TCP,TCP,1,192.168.1.1,49480,80,66,7.2414315562904665,1
TCP,TCP,1,192.168.1.1,49405,80,66,7.24503784690615,1
DHCPV6,TCP,1,ff02::1:2,546,547,155,7.248644137521832,1
TCP,TCP,1,192.168.1.1,49593,80,62,7.239218284390652,1
ARP,TCP,1,172.16.7.100,0,0,60,7.2424113955152345,1
TCP,TCP,1,192.168.1.1,49394,80,62,7.246011003564695,1
TCP,TCP,1,192.168.1.1,49481,80,66,7.249610611614156,1
TCP,TCP,1,192.168.1.1,49406,80,66,7.252802953707296,1
TCP,TCP,1,192.168.1.1,49594,80,62,7.256402359639657,1
TCP,TCP,1,192.168.1.1,49395,80,62,7.246980554108238,1
TCP,TCP,1,192.168.1.1,49482,80,66,7.25057350430859,1
DHCPV6,TCP,1,ff02::1:2,546,547,155,7.25416645450894,1
TCP,TCP,1,192.168.1.1,49483,80,66,7.243954946794142,1
TCP,TCP,1,192.168.1.1,49484,80,66,7.247541063104436,1
TCP,TCP,1,192.168.1.1,49485,80,66,7.250721562574835,1
ARP,TCP,1,172.16.7.100,0,0,60,7.254307478283329,1
TCP,TCP,1,192.168.1.1,49595,80,62,7.257893393991823,1
TCP,TCP,1,192.168.1.1,49396,80,62,7.261479309700317,1
TCP,TCP,1,192.168.1.1,49596,80,62,7.265065225408811,1
TCP,TCP,1,192.168.1.1,49486,80,66,7.268651141117305,1
TCP,TCP,1,192.168.1.1,49397,80,62,7.258432097906881,1
DHCPV6,TCP,1,ff02::1:2,546,547,155,7.262011206436421,1
TCP,TCP,1,192.168.1.1,49487,80,66,7.26559031496596,1
TCP,TCP,1,192.168.1.1,49398,80,62,7.255800773525166,1
TCP,TCP,1,192.168.1.1,49488,80,66,7.245241095219397,1
TCP,TCP,1,192.168.1.1,49480,80,66,7.2488066666245246,1
TCP,TCP,1,192.168.1.1,49399,80,62,7.2519688755967895,1
DHCPV6,TCP,1,ff02::1:2,546,547,155,7.25553424869197,1
DHCPV6,TCP,1,ff02::1:2,546,547,155,7.259099621787151,1
TCP,TCP,1,192.168.1.1,49489,80,66,7.262261076278778,1
TCP,TCP,1,192.168.1.1,49481,80,66,7.252918306796097,1
TCP,TCP,1,192.168.1.1,49400,80,62,7.256477147967243,1
ARP,TCP,1,172.16.7.100,0,0,60,7.260035989138389,1
BOOTP,UDP,1,255.255.255.255,68,67,342,7.263191606205637,1
TCP,TCP,1,192.168.1.1,49490,80,66,7.253864271699268,1
TCP,TCP,1,192.168.1.1,49482,80,66,7.257014454266773,1
TCP,TCP,1,192.168.1.1,49401,80,62,7.26016429388379,1
TCP,TCP,1,192.168.1.1,49483,80,66,7.2637162333622065,1
TCP,TCP,1,192.168.1.1,49484,80,66,7.267268172840623,1
TCP,TCP,1,192.168.1.1,49485,80,66,7.270417263671916,1
ARP,TCP,1,172.16.7.100,0,0,60,7.273969006350798,1
TCP,TCP,1,192.168.1.1,49491,80,66,7.277520749029681,1
TCP,TCP,1,192.168.1.1,49402,80,62,7.268588121934144,1
TCP,TCP,1,192.168.1.1,49486,80,66,7.272133774676551,1
TCP,TCP,1,192.168.1.1,49492,80,66,7.275679427418957,1
TCP,TCP,1,192.168.1.1,49403,80,62,7.265160620050514,1
DHCPV6,TCP,1,ff02::1:2,546,547,155,7.268699422106067,1
ARP,TCP,1,172.16.7.100,0,0,60,7.272238224161621,1
TCP,TCP,1,192.168.1.1,49487,80,66,7.275777026217174,1
TCP,TCP,1,192.168.1.1,49404,80,62,7.279315828272726,1
ARP,TCP,1,172.16.7.100,0,0,60,7.269611373530884,1
TCP,TCP,1,192.168.1.1,49493,80,66,7.272742989732284,1
TCP,TCP,1,192.168.1.1,49488,80,66,7.27627516214109,1
TCP,TCP,1,192.168.1.1,49405,80,62,7.266194732456581,1
TCP,TCP,1,192.168.1.1,49494,80,66,7.2697203000123585,1
ARP,TCP,1,172.16.7.100,0,0,60,7.273245867568135,1
TCP,TCP,1,192.168.1.1,49489,80,66,7.276771435123912,1
TCP,TCP,1,192.168.1.1,49406,80,62,7.2798966236996625,1
TCP,TCP,1,192.168.1.1,49597,80,66,7.270227874781805,1
TCP,TCP,1,192.168.1.1,49490,80,66,7.273746862136491,1
TCP,TCP,1,192.168.1.1,49598,80,66,7.277265849491178,1
DHCPV6,TCP,1,ff02::1:2,546,547,155,7.267619335127356,1
ARP,TCP,1,172.16.7.100,0,0,60,7.271131959262265,1
TCP,TCP,1,192.168.1.1,49491,80,66,7.2746445833971745,1
TCP,TCP,1,192.168.1.1,49599,80,66,7.278157207532083,1
TCP,TCP,1,192.168.1.1,49492,80,66,7.267731460996586,1
TCP,TCP,1,192.168.1.1,49600,80,66,7.271237361363685,1
TCP,TCP,1,192.168.1.1,49601,80,66,7.261241114273113,1
TCP,TCP,1,192.168.1.1,49493,80,66,7.251677037767091,1
BOOTP,UDP,1,255.255.255.255,68,67,331,7.255170138459657,1
TCP,TCP,1,192.168.1.1,49480,80,62,7.2582677258415265,1
TCP,TCP,1,192.168.1.1,49494,80,66,7.261760636200449,1
TCP,TCP,1,192.168.1.1,49602,80,66,7.265253546559372,1
DHCPV6,TCP,1,ff02::1:2,546,547,155,7.2553053339908935,1
TCP,TCP,1,192.168.1.1,49481,80,62,7.258791785376761,1
TCP,TCP,1,192.168.1.1,49597,80,66,7.262278236762629,1
ARP,TCP,1,172.16.7.100,0,0,60,7.265764688148496,1
TCP,TCP,1,192.168.1.1,49603,80,66,7.269251139534364,1
TCP,TCP,1,192.168.1.1,49482,80,62,7.259313910342594,1
TCP,TCP,1,192.168.1.1,49598,80,66,7.26279392659875,1
TCP,TCP,1,192.168.1.1,49604,80,66,7.266273942854907,1
TCP,TCP,1,192.168.1.1,49484,80,62,7.256360512603012,1
TCP,TCP,1,192.168.1.1,49483,80,62,7.259834117443894,1
TCP,TCP,1,192.168.1.1,49485,80,62,7.263307722284777,1
ARP,TCP,1,172.16.7.100,0,0,60,7.266387587296289,1
TCP,TCP,1,192.168.1.1,49599,80,66,7.2698610039250156,1
BOOTP,UDP,1,255.255.255.255,68,67,342,7.273334420553742,1
ARP,UDP,1,172.16.7.100,0,0,60,7.276807837182469,1
TCP,TCP,1,192.168.1.1,49605,80,66,7.2672868392660135,1
TCP,TCP,1,192.168.1.1,49486,80,62,7.27075405626948,1
TCP,TCP,1,192.168.1.1,49600,80,66,7.274221273272946,1
TCP,TCP,1,192.168.1.1,49606,80,66,7.277688490276413,1
ARP,TCP,1,192.168.1.1,0,0,60,7.268182892842428,1
ARP,TCP,0,192.168.1.12,0,0,42,7.271251348197933,0
TCP,TCP,1,192.168.1.1,49407,80,66,7.274712200814876,1
ARP,TCP,1,172.16.7.100,0,0,60,7.27817305343182,1
TCP,TCP,1,192.168.1.1,49487,80,62,7.281240809819807,1
TCP,TCP,1,192.168.1.1,49601,80,66,7.284701475603942,1
ARP,TCP,1,172.16.7.100,0,0,60,7.288162141388076,1
TCP,TCP,1,192.168.1.1,49607,80,66,7.291622807172211,1
TCP,TCP,1,192.168.1.1,49408,80,66,7.295083472956346,1
TCP,TCP,1,192.168.1.1,49488,80,62,7.285564870034049,1
BOOTP,UDP,1,255.255.255.255,68,67,331,7.289019381589305,1
TCP,TCP,1,192.168.1.1,49602,80,66,7.292080926991646,1
TCP,TCP,1,192.168.1.1,49608,80,66,7.295535252395242,1
TCP,TCP,1,192.168.1.1,49409,80,66,7.298989577798839,1
TCP,TCP,1,192.168.1.1,49489,80,62,7.289481449547916,1
DHCPV6,TCP,1,ff02::1:2,546,547,155,7.29292964323266,1
DHCPV6,TCP,1,ff02::1:2,546,547,155,7.2963778369174035,1
TCP,TCP,1,192.168.1.1,49603,80,66,7.299826030602147,1
ARP,TCP,1,172.16.7.100,0,0,60,7.302881395853278,1
TCP,TCP,1,192.168.1.1,49609,80,66,7.306329404066617,1
TCP,TCP,1,192.168.1.1,49410,80,66,7.309777412279957,1
TCP,TCP,1,192.168.1.1,49490,80,62,7.300267527106374,1
TCP,TCP,1,192.168.1.1,49604,80,66,7.303709425987613,1
TCP,TCP,1,192.168.1.1,49610,80,66,7.307151324868851,1
TCP,TCP,1,192.168.1.1,49491,80,62,7.310593223750089,1
TCP,TCP,1,192.168.1.1,49411,80,66,7.300707414611902,1
DHCPV6,TCP,1,ff02::1:2,546,547,155,7.304143041630543,1
DHCPV6,TCP,1,ff02::1:2,546,547,155,7.307578668649184,1
TCP,TCP,1,192.168.1.1,49611,80,66,7.311014295667825,1
TCP,TCP,1,192.168.1.1,49605,80,66,7.3140579268802055,1
TCP,TCP,1,192.168.1.1,49412,80,66,7.317493369776814,1
TCP,TCP,1,192.168.1.1,49492,80,62,7.308004457842073,1
TCP,TCP,1,192.168.1.1,49606,80,66,7.311433835813843,1
TCP,TCP,1,192.168.1.1,49407,80,66,7.314863213785613,1
TCP,TCP,1,192.168.1.1,49413,80,66,7.317901109333763,1
TCP,TCP,1,192.168.1.1,49493,80,62,7.308428706879735,1
TCP,TCP,1,192.168.1.1,49607,80,66,7.3118518584988825,1
ARP,TCP,1,172.16.7.100,0,0,60,7.31527501011803,1
TCP,TCP,1,192.168.1.1,49408,80,66,7.318307362419612,1
TCP,TCP,1,192.168.1.1,49414,80,66,7.321730331251427,1
TCP,TCP,1,192.168.1.1,49494,80,62,7.312268360060177,1
DHCPV6,TCP,1,ff02::1:2,546,547,155,7.315685307891981,1
TCP,TCP,1,192.168.1.1,49608,80,66,7.319102255723784,1
TCP,TCP,1,192.168.1.1,49409,80,66,7.322128908783103,1
BOOTP,UDP,1,255.255.255.255,68,67,342,7.325545674489488,1
TCP,TCP,1,192.168.1.1,49415,80,66,7.328962440195873,1
DHCPV6,TCP,1,ff02::1:2,546,547,155,7.332379205902258,1
DHCPV6,TCP,1,ff02::1:2,546,547,155,7.322915654168756,1
TCP,TCP,1,192.168.1.1,49597,80,62,7.32632642065882,1
ARP,TCP,1,172.16.7.100,0,0,60,7.329737187148885,1
TCP,TCP,1,192.168.1.1,49609,80,66,7.3331479536389494,1
TCP,TCP,1,192.168.1.1,49410,80,66,7.336168390375871,1
TCP,TCP,1,192.168.1.1,49416,80,66,7.339578975401616,1
BOOTP,UDP,1,255.255.255.255,68,67,331,7.342598903345417,1
TCP,TCP,1,192.168.1.1,49598,80,62,7.346009306923376,1
ARP,TCP,1,192.168.1.1,0,0,60,7.33731879485,1
ARP,TCP,0,192.168.1.10,0,0,42,7.340333710356135,0
TCP,TCP,1,192.168.1.1,49610,80,66,7.343738317828471,1
TCP,TCP,1,192.168.1.1,49411,80,66,7.347142925300807,1
TCP,TCP,1,192.168.1.1,49417,80,66,7.350547532773143,1
ARP,TCP,1,192.168.1.1,0,0,60,7.353952140245479,1
ARP,TCP,0,192.168.1.11,0,0,42,7.357356747717815,0
TCP,TCP,1,192.168.1.1,49599,80,62,7.36076135519015,1
TCP,TCP,1,192.168.1.1,49611,80,66,7.351281762833415,1
ARP,TCP,1,172.16.7.100,0,0,60,7.354290503696196,1
TCP,TCP,1,192.168.1.1,49412,80,66,7.357688974354096,1
TCP,TCP,1,192.168.1.1,49418,80,66,7.3610874450119965,1
TCP,TCP,1,192.168.1.1,49600,80,62,7.3644859156698965,1
DHCPV6,TCP,1,ff02::1:2,546,547,155,7.354627649539532,1
TCP,TCP,1,192.168.1.1,49413,80,66,7.358020005466441,1
TCP,TCP,1,192.168.1.1,49419,80,66,7.36141236139335,1
TCP,TCP,1,192.168.1.1,49601,80,62,7.3648047173202595,1
TCP,TCP,1,192.168.1.1,49414,80,66,7.353798213762956,1
TCP,TCP,1,192.168.1.1,49420,80,66,7.35718394038071,1
TCP,TCP,1,192.168.1.1,49602,80,62,7.360569666998464,1
TCP,TCP,1,192.168.1.1,49415,80,66,7.351528710143444,1
TCP,TCP,1,192.168.1.1,49421,80,66,7.3549087233435095,1
TCP,TCP,1,192.168.1.1,49603,80,62,7.358288736543575,1
TCP,TCP,1,192.168.1.1,49416,80,66,7.348493072806037,1
TCP,TCP,1,192.168.1.1,49604,80,62,7.351867036567656,1
DHCPV6,TCP,1,ff02::1:2,546,547,155,7.342486159478575,1
DHCPV6,TCP,1,ff02::1:2,546,547,155,7.345854272395767,1
TCP,TCP,1,192.168.1.1,49417,80,66,7.3492223853129595,1
TCP,TCP,1,192.168.1.1,49605,80,62,7.3525904982301515,1
TCP,TCP,1,192.168.1.1,49418,80,66,7.3428394181545595,1
TCP,TCP,1,192.168.1.1,49606,80,62,7.346201524115253,1
TCP,TCP,1,192.168.1.1,49407,80,62,7.349563630075947,1
BOOTP,UDP,1,255.255.255.255,68,67,342,7.339835304495873,1
TCP,TCP,1,192.168.1.1,49419,80,66,7.343191424891161,1
TCP,TCP,1,192.168.1.1,49607,80,62,7.34654754528645,1
ARP,TCP,1,172.16.7.100,0,0,60,7.3499036656817385,1
TCP,TCP,1,192.168.1.1,49408,80,62,7.339808370343374,1
TCP,TCP,1,192.168.1.1,49495,80,66,7.3431583513430745,1
TCP,TCP,1,192.168.1.1,49420,80,66,7.346508332342776,1
TCP,TCP,1,192.168.1.1,49608,80,62,7.3494741858757635,1
TCP,TCP,1,192.168.1.1,49409,80,62,7.352823991794577,1
TCP,TCP,1,192.168.1.1,49496,80,66,7.343508525115435,1
TCP,TCP,1,192.168.1.1,49421,80,66,7.346852563605925,1
ARP,TCP,1,172.16.7.100,0,0,60,7.350196602096414,1
ARP,TCP,1,172.16.7.100,0,0,60,7.353540640586904,1
TCP,TCP,1,192.168.1.1,49609,80,62,7.356884679077393,1
TCP,TCP,1,192.168.1.1,49410,80,62,7.359844724569624,1
TCP,TCP,1,192.168.1.1,49497,80,66,7.350533686949125,1
TCP,TCP,1,192.168.1.1,49498,80,66,7.3538718039731705,1
TCP,TCP,1,192.168.1.1,49499,80,66,7.356826770990888,1
TCP,TCP,1,192.168.1.1,49500,80,66,7.360164714171919,1
ARP,TCP,1,172.16.7.100,0,0,60,7.363502657352949,1
TCP,TCP,1,192.168.1.1,49610,80,62,7.36684060053398,1
TCP,TCP,1,192.168.1.1,49411,80,62,7.37017854371501,1
ARP,TCP,1,172.16.7.100,0,0,60,7.3612489322427415,1
TCP,TCP,1,192.168.1.1,49611,80,62,7.364198446089696,1
TCP,TCP,1,192.168.1.1,49501,80,66,7.367530662581139,1
TCP,TCP,1,192.168.1.1,49412,80,62,7.3708628790725825,1
ARP,TCP,1,172.16.7.100,0,0,60,7.361565347897905,1
TCP,TCP,1,192.168.1.1,49502,80,66,7.364891857318555,1
TCP,TCP,1,192.168.1.1,49413,80,62,7.368218366739204,1
TCP,TCP,1,192.168.1.1,49503,80,66,7.3581787780237615,1
TCP,TCP,1,192.168.1.1,49495,80,66,7.361499255811678,1
TCP,TCP,1,192.168.1.1,49414,80,62,7.364819733599595,1
TCP,TCP,1,192.168.1.1,49504,80,66,7.355184811833069,1
TCP,TCP,1,192.168.1.1,49415,80,62,7.358499451225513,1
TCP,TCP,1,192.168.1.1,49496,80,66,7.3618140906179566,1
ARP,TCP,1,172.16.7.100,0,0,60,7.365128730010401,1
TCP,TCP,1,192.168.1.1,49505,80,66,7.355510188840384,1
TCP,TCP,1,192.168.1.1,49497,80,66,7.358819010337838,1
TCP,TCP,1,192.168.1.1,49416,80,62,7.362127831835292,1
TCP,TCP,1,192.168.1.1,49498,80,66,7.352910316047294,1
ARP,TCP,1,172.16.7.100,0,0,60,7.356213510259354,1
TCP,TCP,1,192.168.1.1,49499,80,66,7.359516704471416,1
TCP,TCP,1,192.168.1.1,49500,80,66,7.3624404736176405,1
TCP,TCP,1,192.168.1.1,49506,80,66,7.365743497607599,1
TCP,TCP,1,192.168.1.1,49417,80,62,7.369046521597558,1
BOOTP,UDP,1,255.255.255.255,68,67,342,7.372349545587516,1
TCP,TCP,1,192.168.1.1,49501,80,66,7.362752010157891,1
TCP,TCP,1,192.168.1.1,49507,80,66,7.366049256915686,1
TCP,TCP,1,192.168.1.1,49418,80,62,7.369346503673482,1
ARP,TCP,1,172.16.7.100,0,0,60,7.372643750431278,1
TCP,TCP,1,192.168.1.1,49502,80,66,7.36306247035662,1
TCP,TCP,1,192.168.1.1,49419,80,62,7.366353960061741,1
TCP,TCP,1,192.168.1.1,49508,80,66,7.369645449766862,1
BOOTP,UDP,1,255.255.255.255,68,67,331,7.360086089819672,1
TCP,TCP,1,192.168.1.1,49503,80,66,7.363371842538341,1
TCP,TCP,1,192.168.1.1,49509,80,66,7.366657595257011,1
TCP,TCP,1,192.168.1.1,49420,80,62,7.36994334797568,1
TCP,TCP,1,192.168.1.1,49504,80,66,7.360776788000083,1
DHCPV6,TCP,1,ff02::1:2,546,547,155,7.363680138140148,1
DHCPV6,TCP,1,ff02::1:2,546,547,155,7.366960173836424,1
TCP,TCP,1,192.168.1.1,49421,80,62,7.3702402095327,1
TCP,TCP,1,192.168.1.1,49612,80,66,7.373520245228977,1
TCP,TCP,1,192.168.1.1,49505,80,66,7.363987362771842,1
TCP,TCP,1,192.168.1.1,49613,80,66,7.367261701305756,1
BOOTP,UDP,1,255.255.255.255,68,67,342,7.37053603983967,1
TCP,TCP,1,192.168.1.1,49506,80,66,7.361024866612561,1
TCP,TCP,1,192.168.1.1,49614,80,66,7.364293527743383,1
TCP,TCP,1,192.168.1.1,49507,80,66,7.3675621888742056,1
TCP,TCP,1,192.168.1.1,49615,80,66,7.358447231277771,1
TCP,TCP,1,192.168.1.1,49616,80,66,7.348615846182155,1
TCP,TCP,1,192.168.1.1,49508,80,66,7.3518732113622,1
TCP,TCP,1,192.168.1.1,49495,80,62,7.355130576542246,1
TCP,TCP,1,192.168.1.1,49509,80,66,7.346067880088927,1
BOOTP,UDP,1,255.255.255.255,68,67,331,7.349319791501095,1
TCP,TCP,1,192.168.1.1,49617,80,66,7.352571702913264,1
TCP,TCP,1,192.168.1.1,49496,80,62,7.355823614325432,1
TCP,TCP,1,192.168.1.1,49612,80,66,7.346030738511901,1
ARP,TCP,1,172.16.7.100,0,0,60,7.349276885546153,1
TCP,TCP,1,192.168.1.1,49618,80,66,7.352523032580405,1
TCP,TCP,1,192.168.1.1,49497,80,62,7.355769179614657,1
TCP,TCP,1,192.168.1.1,49613,80,66,7.346365139520464,1
DHCPV6,TCP,1,ff02::1:2,546,547,155,7.349605706410416,1
TCP,TCP,1,192.168.1.1,49619,80,66,7.352474534489482,1
TCP,TCP,1,192.168.1.1,49498,80,62,7.355714937545669,1
ARP,TCP,1,172.16.7.100,0,0,60,7.358955340601857,1
TCP,TCP,1,192.168.1.1,49500,80,62,7.362195743658044,1
TCP,TCP,1,192.168.1.1,49499,80,62,7.365436146714232,1
TCP,TCP,1,192.168.1.1,49614,80,66,7.368676549770419,1
TCP,TCP,1,192.168.1.1,49620,80,66,7.359638405064189,1
TCP,TCP,1,192.168.1.1,49501,80,62,7.362873410956525,1
TCP,TCP,1,192.168.1.1,49615,80,66,7.353489420923941,1
TCP,TCP,1,192.168.1.1,49621,80,66,7.356718884876916,1
ARP,TCP,1,172.16.7.100,0,0,60,7.3599483488298905,1
TCP,TCP,1,192.168.1.1,49422,80,66,7.363177812782866,1
TCP,TCP,1,192.168.1.1,49502,80,62,7.366407276735841,1
TCP,TCP,1,192.168.1.1,49616,80,66,7.369636740688816,1
TCP,TCP,1,192.168.1.1,49622,80,66,7.360627462834677,1
ARP,TCP,1,172.16.7.100,0,0,60,7.363481167781835,1
TCP,TCP,1,192.168.1.1,49423,80,66,7.366705108748464,1
